"Plot Title: NG08"
"#","Date Time, GMT-08:00","Temp, °F","Coupler Detached","Bad Battery","Good Battery","Coupler Attached","Host Connected","Stopped","End Of File"
80,11/07/10 12:31:19 PM,36.072,,,,,,,
81,11/07/10 01:01:20 PM,36.505,,,,,,,
82,11/07/10 01:31:21 PM,36.842,,,,,,,
83,11/07/10 02:01:22 PM,47.109,,,,,,,
84,11/07/10 02:31:23 PM,51.105,,,,,,,
85,11/07/10 03:01:24 PM,47.244,,,,,,,
86,11/07/10 03:31:25 PM,45.262,,,,,,,
87,11/07/10 04:01:26 PM,46.886,,,,,,,
88,11/07/10 04:31:27 PM,52.246,,,,,,,
89,11/07/10 05:01:28 PM,52.686,,,,,,,
90,11/07/10 05:31:29 PM,50.268,,,,,,,
91,11/07/10 06:01:30 PM,47.736,,,,,,,
92,11/07/10 06:31:31 PM,44.856,,,,,,,
93,11/07/10 07:01:32 PM,42.202,,,,,,,
94,11/07/10 07:31:33 PM,39.924,,,,,,,
95,11/07/10 08:01:34 PM,38.179,,,,,,,
96,11/07/10 08:31:35 PM,36.795,,,,,,,
97,11/07/10 09:01:36 PM,35.733,,,,,,,
98,11/07/10 09:31:37 PM,34.907,,,,,,,
99,11/07/10 10:01:38 PM,34.075,,,,,,,
100,11/07/10 10:31:39 PM,33.188,,,,,,,
101,11/07/10 11:01:40 PM,32.592,,,,,,,
102,11/07/10 11:31:41 PM,32.043,,,,,,,
103,11/08/10 12:01:42 AM,31.440,,,,,,,
104,11/08/10 12:31:43 AM,30.632,,,,,,,
105,11/08/10 01:01:44 AM,29.354,,,,,,,
106,11/08/10 01:31:45 AM,29.611,,,,,,,
107,11/08/10 02:01:46 AM,29.046,,,,,,,
108,11/08/10 02:31:47 AM,28.425,,,,,,,
109,11/08/10 03:01:48 AM,27.381,,,,,,,
110,11/08/10 03:31:49 AM,26.325,,,,,,,
111,11/08/10 04:01:50 AM,25.041,,,,,,,
112,11/08/10 04:31:51 AM,23.792,,,,,,,
113,11/08/10 05:01:52 AM,23.077,,,,,,,
114,11/08/10 05:31:53 AM,22.746,,,,,,,
115,11/08/10 06:01:54 AM,22.136,,,,,,,
116,11/08/10 06:31:55 AM,20.784,,,,,,,
117,11/08/10 07:01:56 AM,19.411,,,,,,,
118,11/08/10 07:31:57 AM,18.189,,,,,,,
119,11/08/10 08:01:58 AM,17.184,,,,,,,
120,11/08/10 08:31:59 AM,16.345,,,,,,,
121,11/08/10 09:02:00 AM,15.863,,,,,,,
122,11/08/10 09:32:01 AM,15.316,,,,,,,
123,11/08/10 10:02:02 AM,14.824,,,,,,,
124,11/08/10 10:32:03 AM,14.517,,,,,,,
125,11/08/10 11:02:04 AM,15.255,,,,,,,
126,11/08/10 11:32:05 AM,16.945,,,,,,,
127,11/08/10 12:02:06 PM,18.714,,,,,,,
128,11/08/10 12:32:07 PM,20.273,,,,,,,
129,11/08/10 01:02:08 PM,21.744,,,,,,,
130,11/08/10 01:32:09 PM,22.912,,,,,,,
131,11/08/10 02:02:10 PM,23.956,,,,,,,
132,11/08/10 02:32:11 PM,25.632,,,,,,,
133,11/08/10 03:02:12 PM,27.327,,,,,,,
134,11/08/10 03:32:13 PM,28.787,,,,,,,
135,11/08/10 04:02:14 PM,29.149,,,,,,,
136,11/08/10 04:32:15 PM,29.149,,,,,,,
137,11/08/10 05:02:16 PM,29.251,,,,,,,
138,11/08/10 05:32:17 PM,29.199,,,,,,,
139,11/08/10 06:02:18 PM,28.684,,,,,,,
140,11/08/10 06:32:19 PM,28.164,,,,,,,
141,11/08/10 07:02:20 PM,27.694,,,,,,,
142,11/08/10 07:32:21 PM,27.223,,,,,,,
143,11/08/10 08:02:22 PM,26.854,,,,,,,
144,11/08/10 08:32:23 PM,26.537,,,,,,,
145,11/08/10 09:02:24 PM,26.271,,,,,,,
146,11/08/10 09:32:25 PM,26.058,,,,,,,
147,11/08/10 10:02:26 PM,27.799,,,,,,,
148,11/08/10 10:32:27 PM,31.892,,,,,,,
149,11/08/10 11:02:28 PM,33.879,,,,,,,
150,11/08/10 11:32:29 PM,35.541,,,,,,,
151,11/09/10 12:02:30 AM,36.313,,,,,,,
152,11/09/10 12:32:31 AM,36.505,,,,,,,
153,11/09/10 01:02:32 AM,36.266,,,,,,,
154,11/09/10 01:32:33 AM,35.733,,,,,,,
155,11/09/10 02:02:34 AM,35.055,,,,,,,
156,11/09/10 02:32:35 AM,34.272,,,,,,,
157,11/09/10 03:02:36 AM,33.485,,,,,,,
158,11/09/10 03:32:37 AM,32.790,,,,,,,
159,11/09/10 04:02:38 AM,32.142,,,,,,,
160,11/09/10 04:32:39 AM,31.541,,,,,,,
161,11/09/10 05:02:40 AM,30.936,,,,,,,
162,11/09/10 05:32:41 AM,30.326,,,,,,,
163,11/09/10 06:02:42 AM,29.611,,,,,,,
164,11/09/10 06:32:43 AM,28.632,,,,,,,
165,11/09/10 07:02:44 AM,27.433,,,,,,,
166,11/09/10 07:32:45 AM,26.271,,,,,,,
167,11/09/10 08:02:46 AM,25.147,,,,,,,
168,11/09/10 08:32:47 AM,24.174,,,,,,,
169,11/09/10 09:02:48 AM,23.133,,,,,,,
170,11/09/10 09:32:49 AM,22.192,,,,,,,
171,11/09/10 10:02:50 AM,21.294,,,,,,,
172,11/09/10 10:32:51 AM,20.557,,,,,,,
173,11/09/10 11:02:52 AM,20.158,,,,,,,
174,11/09/10 11:32:53 AM,20.502,,,,,,,
175,11/09/10 12:02:54 PM,21.967,,,,,,,
176,11/09/10 12:32:55 PM,25.255,,,,,,,
177,11/09/10 01:02:56 PM,29.097,,,,,,,
178,11/09/10 01:32:57 PM,31.440,,,,,,,
179,11/09/10 02:02:58 PM,32.790,,,,,,,
180,11/09/10 02:32:59 PM,33.928,,,,,,,
181,11/09/10 03:03:00 PM,35.638,,,,,,,
182,11/09/10 03:33:01 PM,36.986,,,,,,,
183,11/09/10 04:03:02 PM,38.937,,,,,,,
184,11/09/10 04:33:03 PM,40.672,,,,,,,
185,11/09/10 05:03:04 PM,41.508,,,,,,,
186,11/09/10 05:33:05 PM,40.951,,,,,,,
187,11/09/10 06:03:06 PM,39.078,,,,,,,
188,11/09/10 06:33:07 PM,36.986,,,,,,,
189,11/09/10 07:03:08 PM,35.152,,,,,,,
190,11/09/10 07:33:09 PM,33.485,,,,,,,
191,11/09/10 08:03:10 PM,31.942,,,,,,,
192,11/09/10 08:33:11 PM,30.529,,,,,,,
193,11/09/10 09:03:12 PM,28.994,,,,,,,
194,11/09/10 09:33:13 PM,27.381,,,,,,,
195,11/09/10 10:03:14 PM,25.846,,,,,,,
196,11/09/10 10:33:15 PM,24.445,,,,,,,
197,11/09/10 11:03:16 PM,23.077,,,,,,,
198,11/09/10 11:33:17 PM,21.799,,,,,,,
199,11/10/10 12:03:18 AM,20.557,,,,,,,
200,11/10/10 12:33:19 AM,19.353,,,,,,,
201,11/10/10 01:03:20 AM,18.189,,,,,,,
202,11/10/10 01:33:21 AM,17.065,,,,,,,
203,11/10/10 02:03:22 AM,15.922,,,,,,,
204,11/10/10 02:33:23 AM,15.010,,,,,,,
205,11/10/10 03:03:24 AM,14.268,,,,,,,
206,11/10/10 03:33:25 AM,13.521,,,,,,,
207,11/10/10 04:03:26 AM,12.891,,,,,,,
208,11/10/10 04:33:27 AM,12.447,,,,,,,
209,11/10/10 05:03:28 AM,12.063,,,,,,,
210,11/10/10 05:33:29 AM,11.871,,,,,,,
211,11/10/10 06:03:30 AM,11.678,,,,,,,
212,11/10/10 06:33:31 AM,11.421,,,,,,,
213,11/10/10 07:03:32 AM,11.030,,,,,,,
214,11/10/10 07:33:33 AM,10.704,,,,,,,
215,11/10/10 08:03:34 AM,10.312,,,,,,,
216,11/10/10 08:33:35 AM,10.047,,,,,,,
217,11/10/10 09:03:36 AM,9.849,,,,,,,
218,11/10/10 09:33:37 AM,9.783,,,,,,,
219,11/10/10 10:03:38 AM,9.783,,,,,,,
220,11/10/10 10:33:39 AM,9.981,,,,,,,
221,11/10/10 11:03:40 AM,10.377,,,,,,,
222,11/10/10 11:33:41 AM,11.097,,,,,,,
223,11/10/10 12:03:42 PM,12.128,,,,,,,
224,11/10/10 12:33:43 PM,13.269,,,,,,,
225,11/10/10 01:03:44 PM,14.824,,,,,,,
226,11/10/10 01:33:45 PM,16.165,,,,,,,
227,11/10/10 02:03:46 PM,17.481,,,,,,,
228,11/10/10 02:33:47 PM,18.714,,,,,,,
229,11/10/10 03:03:48 PM,19.814,,,,,,,
230,11/10/10 03:33:49 PM,20.842,,,,,,,
231,11/10/10 04:03:50 PM,21.855,,,,,,,
232,11/10/10 04:33:51 PM,22.858,,,,,,,
233,11/10/10 05:03:52 PM,23.682,,,,,,,
234,11/10/10 05:33:53 PM,24.445,,,,,,,
235,11/10/10 06:03:54 PM,24.987,,,,,,,
236,11/10/10 06:33:55 PM,25.363,,,,,,,
237,11/10/10 07:03:56 PM,25.846,,,,,,,
238,11/10/10 07:33:57 PM,26.325,,,,,,,
239,11/10/10 08:03:58 PM,26.802,,,,,,,
240,11/10/10 08:33:59 PM,27.327,,,,,,,
241,11/10/10 09:04:00 PM,27.799,,,,,,,
242,11/10/10 09:34:01 PM,28.164,,,,,,,
243,11/10/10 10:04:02 PM,28.425,,,,,,,
244,11/10/10 10:34:03 PM,28.735,,,,,,,
245,11/10/10 11:04:04 PM,29.046,,,,,,,
246,11/10/10 11:34:05 PM,29.304,,,,,,,
247,11/11/10 12:04:06 AM,29.509,,,,,,,
248,11/11/10 12:34:07 AM,29.662,,,,,,,
249,11/11/10 01:04:08 AM,29.817,,,,,,,
250,11/11/10 01:34:09 AM,29.970,,,,,,,
251,11/11/10 02:04:10 AM,29.970,,,,,,,
252,11/11/10 02:34:11 AM,30.020,,,,,,,
253,11/11/10 03:04:12 AM,30.072,,,,,,,
254,11/11/10 03:34:13 AM,30.123,,,,,,,
255,11/11/10 04:04:14 AM,30.276,,,,,,,
256,11/11/10 04:34:15 AM,30.326,,,,,,,
257,11/11/10 05:04:16 AM,30.225,,,,,,,
258,11/11/10 05:34:17 AM,30.225,,,,,,,
259,11/11/10 06:04:18 AM,29.867,,,,,,,
260,11/11/10 06:34:19 AM,29.354,,,,,,,
261,11/11/10 07:04:20 AM,29.251,,,,,,,
262,11/11/10 07:34:21 AM,29.251,,,,,,,
263,11/11/10 08:04:22 AM,29.251,,,,,,,
264,11/11/10 08:34:23 AM,29.457,,,,,,,
265,11/11/10 09:04:24 AM,29.662,,,,,,,
266,11/11/10 09:34:25 AM,29.817,,,,,,,
267,11/11/10 10:04:26 AM,29.970,,,,,,,
268,11/11/10 10:34:27 AM,30.173,,,,,,,
269,11/11/10 11:04:28 AM,30.429,,,,,,,
270,11/11/10 11:34:29 AM,34.907,,,,,,,
271,11/11/10 12:04:30 PM,39.031,,,,,,,
272,11/11/10 12:34:31 PM,40.298,,,,,,,
273,11/11/10 01:04:32 PM,40.811,,,,,,,
274,11/11/10 01:34:33 PM,43.122,,,,,,,
275,11/11/10 02:04:34 PM,45.127,,,,,,,
276,11/11/10 02:34:35 PM,46.346,,,,,,,
277,11/11/10 03:04:36 PM,46.616,,,,,,,
278,11/11/10 03:34:37 PM,46.211,,,,,,,
279,11/11/10 04:04:38 PM,45.534,,,,,,,
280,11/11/10 04:34:39 PM,44.764,,,,,,,
281,11/11/10 05:04:40 PM,43.671,,,,,,,
282,11/11/10 05:34:41 PM,42.525,,,,,,,
283,11/11/10 06:04:42 PM,41.369,,,,,,,
284,11/11/10 06:34:43 PM,40.064,,,,,,,
285,11/11/10 07:04:44 PM,38.795,,,,,,,
286,11/11/10 07:34:45 PM,37.609,,,,,,,
287,11/11/10 08:04:46 PM,36.554,,,,,,,
288,11/11/10 08:34:47 PM,35.541,,,,,,,
289,11/11/10 09:04:48 PM,34.713,,,,,,,
290,11/11/10 09:34:49 PM,34.174,,,,,,,
291,11/11/10 10:04:50 PM,33.928,,,,,,,
292,11/11/10 10:34:51 PM,33.780,,,,,,,
293,11/11/10 11:04:52 PM,33.485,,,,,,,
294,11/11/10 11:34:53 PM,32.990,,,,,,,
295,11/12/10 12:04:54 AM,32.293,,,,,,,
296,11/12/10 12:34:55 AM,31.541,,,,,,,
297,11/12/10 01:04:56 AM,30.987,,,,,,,
298,11/12/10 01:34:57 AM,30.632,,,,,,,
299,11/12/10 02:04:58 AM,30.326,,,,,,,
300,11/12/10 02:34:59 AM,30.072,,,,,,,
301,11/12/10 03:05:00 AM,29.817,,,,,,,
302,11/12/10 03:35:01 AM,29.611,,,,,,,
303,11/12/10 04:05:02 AM,29.354,,,,,,,
304,11/12/10 04:35:03 AM,29.149,,,,,,,
305,11/12/10 05:05:04 AM,28.942,,,,,,,
306,11/12/10 05:35:05 AM,28.839,,,,,,,
307,11/12/10 06:05:06 AM,28.684,,,,,,,
308,11/12/10 06:35:07 AM,28.476,,,,,,,
309,11/12/10 07:05:08 AM,28.269,,,,,,,
310,11/12/10 07:35:09 AM,28.008,,,,,,,
311,11/12/10 08:05:10 AM,27.590,,,,,,,
312,11/12/10 08:35:11 AM,27.171,,,,,,,
313,11/12/10 09:05:12 AM,26.802,,,,,,,
314,11/12/10 09:35:13 AM,26.643,,,,,,,
315,11/12/10 10:05:14 AM,27.223,,,,,,,
316,11/12/10 10:35:15 AM,28.735,,,,,,,
317,11/12/10 11:05:16 AM,32.092,,,,,,,
318,11/12/10 11:35:17 AM,35.395,,,,,,,
319,11/12/10 12:05:18 PM,38.322,,,,,,,
320,11/12/10 12:35:19 PM,40.811,,,,,,,
321,11/12/10 01:05:20 PM,42.341,,,,,,,
322,11/12/10 01:35:21 PM,43.808,,,,,,,
323,11/12/10 02:05:22 PM,45.036,,,,,,,
324,11/12/10 02:35:23 PM,46.076,,,,,,,
325,11/12/10 03:05:24 PM,46.931,,,,,,,
326,11/12/10 03:35:25 PM,48.004,,,,,,,
327,11/12/10 04:05:26 PM,48.538,,,,,,,
328,11/12/10 04:35:27 PM,47.691,,,,,,,
329,11/12/10 05:05:28 PM,47.334,,,,,,,
330,11/12/10 05:35:29 PM,47.334,,,,,,,
331,11/12/10 06:05:30 PM,47.557,,,,,,,
332,11/12/10 06:35:31 PM,47.914,,,,,,,
333,11/12/10 07:05:32 PM,47.959,,,,,,,
334,11/12/10 07:35:33 PM,47.871,,,,,,,
335,11/12/10 08:05:34 PM,48.049,,,,,,,
336,11/12/10 08:35:35 PM,47.557,,,,,,,
337,11/12/10 09:05:36 PM,46.166,,,,,,,
338,11/12/10 09:35:37 PM,44.400,,,,,,,
339,11/12/10 10:05:38 PM,42.708,,,,,,,
340,11/12/10 10:35:39 PM,41.184,,,,,,,
341,11/12/10 11:05:40 PM,39.970,,,,,,,
342,11/12/10 11:35:41 PM,38.889,,,,,,,
343,11/13/10 12:05:42 AM,38.037,,,,,,,
344,11/13/10 12:35:43 AM,37.369,,,,,,,
345,11/13/10 01:05:44 AM,36.795,,,,,,,
346,11/13/10 01:35:45 AM,36.361,,,,,,,
347,11/13/10 02:05:46 AM,36.025,,,,,,,
348,11/13/10 02:35:47 AM,35.733,,,,,,,
349,11/13/10 03:05:48 AM,35.589,,,,,,,
350,11/13/10 03:35:49 AM,35.685,,,,,,,
351,11/13/10 04:05:50 AM,35.928,,,,,,,
352,11/13/10 04:35:51 AM,36.120,,,,,,,
353,11/13/10 05:05:52 AM,36.266,,,,,,,
354,11/13/10 05:35:53 AM,36.361,,,,,,,
355,11/13/10 06:05:54 AM,36.410,,,,,,,
356,11/13/10 06:35:55 AM,36.410,,,,,,,
357,11/13/10 07:05:56 AM,36.410,,,,,,,
358,11/13/10 07:35:57 AM,36.361,,,,,,,
359,11/13/10 08:05:58 AM,36.313,,,,,,,
360,11/13/10 08:35:59 AM,36.410,,,,,,,
361,11/13/10 09:06:00 AM,37.846,,,,,,,
362,11/13/10 09:36:01 AM,40.719,,,,,,,
363,11/13/10 10:06:02 AM,43.396,,,,,,,
364,11/13/10 10:36:03 AM,45.307,,,,,,,
365,11/13/10 11:06:04 AM,46.571,,,,,,,
366,11/13/10 11:36:05 AM,47.557,,,,,,,
367,11/13/10 12:06:06 PM,48.850,,,,,,,
368,11/13/10 12:36:07 PM,49.870,,,,,,,
369,11/13/10 01:06:08 PM,50.621,,,,,,,
370,11/13/10 01:36:09 PM,51.062,,,,,,,
371,11/13/10 02:06:10 PM,50.752,,,,,,,
372,11/13/10 02:36:11 PM,50.180,,,,,,,
373,11/13/10 03:06:12 PM,49.692,,,,,,,
374,11/13/10 03:36:13 PM,48.583,,,,,,,
375,11/13/10 04:06:14 PM,48.182,,,,,,,
376,11/13/10 04:36:15 PM,48.094,,,,,,,
377,11/13/10 05:06:16 PM,46.796,,,,,,,
378,11/13/10 05:36:17 PM,46.886,,,,,,,
379,11/13/10 06:06:18 PM,47.109,,,,,,,
380,11/13/10 06:36:19 PM,44.173,,,,,,,
381,11/13/10 07:06:20 PM,42.064,,,,,,,
382,11/13/10 07:36:21 PM,40.719,,,,,,,
383,11/13/10 08:06:22 PM,39.124,,,,,,,
384,11/13/10 08:36:23 PM,37.225,,,,,,,
385,11/13/10 09:06:24 PM,35.006,,,,,,,
386,11/13/10 09:36:25 PM,32.990,,,,,,,
387,11/13/10 10:06:26 PM,31.289,,,,,,,
388,11/13/10 10:36:27 PM,29.917,,,,,,,
389,11/13/10 11:06:28 PM,28.684,,,,,,,
390,11/13/10 11:36:29 PM,27.590,,,,,,,
391,11/14/10 12:06:30 AM,26.537,,,,,,,
392,11/14/10 12:36:31 AM,25.471,,,,,,,
393,11/14/10 01:06:32 AM,24.445,,,,,,,
394,11/14/10 01:36:33 AM,23.243,,,,,,,
395,11/14/10 02:06:34 AM,22.192,,,,,,,
396,11/14/10 02:36:35 AM,21.463,,,,,,,
397,11/14/10 03:06:36 AM,20.842,,,,,,,
398,11/14/10 03:36:37 AM,20.444,,,,,,,
399,11/14/10 04:06:38 AM,20.102,,,,,,,
400,11/14/10 04:36:39 AM,19.641,,,,,,,
401,11/14/10 05:06:40 AM,19.121,,,,,,,
402,11/14/10 05:36:41 AM,18.540,,,,,,,
403,11/14/10 06:06:42 AM,18.072,,,,,,,
404,11/14/10 06:36:43 AM,17.658,,,,,,,
405,11/14/10 07:06:44 AM,17.244,,,,,,,
406,11/14/10 07:36:45 AM,16.885,,,,,,,
407,11/14/10 08:06:46 AM,16.525,,,,,,,
408,11/14/10 08:36:47 AM,16.225,,,,,,,
409,11/14/10 09:06:48 AM,16.045,,,,,,,
410,11/14/10 09:36:49 AM,15.984,,,,,,,
411,11/14/10 10:06:50 AM,15.922,,,,,,,
412,11/14/10 10:36:51 AM,15.863,,,,,,,
413,11/14/10 11:06:52 AM,15.863,,,,,,,
414,11/14/10 11:36:53 AM,15.984,,,,,,,
415,11/14/10 12:06:54 PM,16.225,,,,,,,
416,11/14/10 12:36:55 PM,16.587,,,,,,,
417,11/14/10 01:06:56 PM,16.945,,,,,,,
418,11/14/10 01:36:57 PM,17.422,,,,,,,
419,11/14/10 02:06:58 PM,17.953,,,,,,,
420,11/14/10 02:36:59 PM,21.351,,,,,,,
421,11/14/10 03:07:00 PM,27.486,,,,,,,
422,11/14/10 03:37:01 PM,32.043,,,,,,,
423,11/14/10 04:07:02 PM,35.685,,,,,,,
424,11/14/10 04:37:03 PM,37.179,,,,,,,
425,11/14/10 05:07:04 PM,36.986,,,,,,,
426,11/14/10 05:37:05 PM,35.879,,,,,,,
427,11/14/10 06:07:06 PM,34.419,,,,,,,
428,11/14/10 06:37:07 PM,32.891,,,,,,,
429,11/14/10 07:07:08 PM,31.440,,,,,,,
430,11/14/10 07:37:09 PM,30.173,,,,,,,
431,11/14/10 08:07:10 PM,28.942,,,,,,,
432,11/14/10 08:37:11 PM,27.903,,,,,,,
433,11/14/10 09:07:12 PM,27.012,,,,,,,
434,11/14/10 09:37:13 PM,26.271,,,,,,,
435,11/14/10 10:07:14 PM,25.578,,,,,,,
436,11/14/10 10:37:15 PM,24.987,,,,,,,
437,11/14/10 11:07:16 PM,24.445,,,,,,,
438,11/14/10 11:37:17 PM,23.956,,,,,,,
439,11/15/10 12:07:18 AM,23.463,,,,,,,
440,11/15/10 12:37:19 AM,22.968,,,,,,,
441,11/15/10 01:07:20 AM,22.413,,,,,,,
442,11/15/10 01:37:21 AM,21.855,,,,,,,
443,11/15/10 02:07:22 AM,21.294,,,,,,,
444,11/15/10 02:37:23 AM,20.784,,,,,,,
445,11/15/10 03:07:24 AM,20.273,,,,,,,
446,11/15/10 03:37:25 AM,19.814,,,,,,,
447,11/15/10 04:07:26 AM,19.353,,,,,,,
448,11/15/10 04:37:27 AM,18.948,,,,,,,
449,11/15/10 05:07:28 AM,18.540,,,,,,,
450,11/15/10 05:37:29 AM,18.189,,,,,,,
451,11/15/10 06:07:30 AM,17.895,,,,,,,
452,11/15/10 06:37:31 AM,17.600,,,,,,,
453,11/15/10 07:07:32 AM,17.303,,,,,,,
454,11/15/10 07:37:33 AM,17.004,,,,,,,
455,11/15/10 08:07:34 AM,16.646,,,,,,,
456,11/15/10 08:37:35 AM,16.286,,,,,,,
457,11/15/10 09:07:36 AM,15.922,,,,,,,
458,11/15/10 09:37:37 AM,15.559,,,,,,,
459,11/15/10 10:07:38 AM,15.193,,,,,,,
460,11/15/10 10:37:39 AM,14.824,,,,,,,
461,11/15/10 11:07:40 AM,14.517,,,,,,,
462,11/15/10 11:37:41 AM,14.207,,,,,,,
463,11/15/10 12:07:42 PM,13.959,,,,,,,
464,11/15/10 12:37:43 PM,13.708,,,,,,,
465,11/15/10 01:07:44 PM,13.521,,,,,,,
466,11/15/10 01:37:45 PM,13.395,,,,,,,
467,11/15/10 02:07:46 PM,13.332,,,,,,,
468,11/15/10 02:37:47 PM,13.269,,,,,,,
469,11/15/10 03:07:48 PM,13.269,,,,,,,
470,11/15/10 03:37:49 PM,13.332,,,,,,,
471,11/15/10 04:07:50 PM,13.332,,,,,,,
472,11/15/10 04:37:51 PM,13.332,,,,,,,
473,11/15/10 05:07:52 PM,13.269,,,,,,,
474,11/15/10 05:37:53 PM,13.143,,,,,,,
475,11/15/10 06:07:54 PM,12.954,,,,,,,
476,11/15/10 06:37:55 PM,12.765,,,,,,,
477,11/15/10 07:07:56 PM,12.511,,,,,,,
478,11/15/10 07:37:57 PM,12.256,,,,,,,
479,11/15/10 08:07:58 PM,12.000,,,,,,,
480,11/15/10 08:37:59 PM,11.743,,,,,,,
481,11/15/10 09:08:00 PM,11.421,,,,,,,
482,11/15/10 09:38:01 PM,11.030,,,,,,,
483,11/15/10 10:08:02 PM,10.639,,,,,,,
484,11/15/10 10:38:03 PM,10.179,,,,,,,
485,11/15/10 11:08:04 PM,9.783,,,,,,,
486,11/15/10 11:38:05 PM,9.383,,,,,,,
487,11/16/10 12:08:06 AM,9.048,,,,,,,
488,11/16/10 12:38:07 AM,8.712,,,,,,,
489,11/16/10 01:08:08 AM,8.373,,,,,,,
490,11/16/10 01:38:09 AM,8.101,,,,,,,
491,11/16/10 02:08:10 AM,7.898,,,,,,,
492,11/16/10 02:38:11 AM,7.691,,Logged,,,,,
493,11/16/10 03:08:12 AM,7.486,,,,,,,
494,11/16/10 03:38:13 AM,7.279,,,,,,,
